"","elevation","population","distance","pasize","outreach","punishment","cam_angle","pas","park.ind"
"1",-0.99363351591601,-0.656357497285682,0.964355158785151,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"2",0.511526136290296,-0.751380887542093,2.32001621315172,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"3",0.798058822375442,-0.775730411626844,2.25346163264362,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"4",0.949955668010941,-0.779892724006052,2.3268702709244,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"5",1.25720156031911,-0.798638607770728,2.23589750696998,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"6",1.48849902980953,-0.805499112320021,2.07766303531539,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"7",1.72324870033712,-0.816027176359305,1.92601345295995,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"8",1.85788454078676,-0.821993093427912,1.66521016106062,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"9",1.70598769515126,-0.826124667514741,1.75481452073314,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"10",1.48504682877236,-0.805899342970352,1.90453232641384,1.43666342947466,-0.599433501250344,-0.169216711204272,0,"mengla",3
"11",1.13637452401814,-0.785602746051573,2.04507244783364,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"12",0.880911647267532,-0.773343011534667,1.91081348486924,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"13",0.635805373628432,-0.753492924106674,2.12908752042685,1.43666342947466,-0.599433501250344,-0.169216711204272,0,"mengla",3
"14",0.649614177777113,-0.764169318733318,2.40260814263598,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"15",0.760084610966567,-0.771506562285018,2.05416237693922,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"16",0.777345616152419,-0.772369982285321,1.73270680480384,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"17",0.580570157033705,-0.760771673938517,1.56338441382142,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"18",0.587474559108046,-0.746903084958872,1.38513494574112,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"19",0.756632409929397,-0.755180539537333,0.970594410154976,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"20",1.01554748771718,-0.769837498261461,0.854179082610301,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"21",0.832580832747146,-0.767203643708629,0.747162425762564,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"22",0.615092167405409,-0.75276266726259,0.479301617786277,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"23",0.521882739401808,-0.736737910722848,0.344000189645895,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"24",0.0696444035324816,-0.696172366299519,0.124220561959141,1.43666342947466,-0.599433501250344,-0.169216711204272,0,"mengla",3
"25",-0.772692649537103,-0.638292512336759,-0.121271454283357,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"26",-0.610439200790093,-0.797901321420166,0.452606264311333,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"27",-0.303193308481925,-0.769824470889912,-0.159827804957926,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"28",-0.10296564832604,-0.751252235912099,-0.469906629763206,1.43666342947466,-0.599433501250344,-0.169216711204272,0,"mengla",3
"29",-0.203079478403982,-0.692307795436272,-1.01040112882598,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"30",0.0523833983466295,-0.665015021445304,-0.882811416069746,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"31",-0.0753480400286763,-0.724083347510285,-0.594730537200886,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"32",-1.13172155740283,-0.762565518700579,0.105224708646654,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"33",0.911981456602066,-0.828002692675017,0.777317467412635,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"34",0.594378961182387,-0.824770443370186,1.37074050411028,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"35",-0.161653065957937,-0.815727518239797,1.02811735993944,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"36",-0.610439200790093,-0.796293380990387,-0.459518778814634,1.43666342947466,-0.599433501250344,-0.169216711204272,1,"mengla",3
"37",0.114523017015697,-0.178643774470342,-0.418733206413425,-0.937642633175543,-0.340430921896435,-1.59989786505415,1,"mangao",2
"38",0.511526136290296,-0.158252783273976,-0.464063105506569,-0.937642633175543,-0.340430921896435,-1.59989786505415,1,"mangao",2
"39",0.387246898952161,-0.0967603097782817,-0.694829056225643,-0.937642633175543,-0.340430921896435,-1.59989786505415,1,"mangao",2
